Timestamp,Solar Radiation,Relative Humidity,Temperature,Wind Direction,Wind Speed
31-12-2017 02:00:00 ,0.08,91.05,2.17,308.9777,2.24
31-12-2017 01:30:00 ,0.14,91.34,2.26,299.6137,1.96
31-12-2017 01:00:00 ,0.1,91.11,2.17,305.8112,1.72
31-12-2017 00:30:00 ,0.07,90.78,2.09,330.1163,1.85
31-12-2017 00:00:00 ,0.06,91.15,1.96,8.046702,2.05
30-12-2017 23:30:00 ,0.08,90.2,2.01,23.06045,2.01
30-12-2017 23:00:00 ,0.09,85.85,2.68,43.69607,1.75
30-12-2017 22:30:00 ,0.06,81.77,3.77,77.16888,2.04
30-12-2017 22:00:00 ,0.06,81.88,3.75,81.00285,2.25
30-12-2017 21:30:00 ,0.08,83.94,3.41,92.05837,2.54
30-12-2017 21:00:00 ,0.08,85.63,3.04,99.92324,3.26
30-12-2017 20:30:00 ,0.07,86.91,2.85,110.1287,4.04
30-12-2017 20:00:00 ,0.06,86.29,3.25,110.2009,4.24
30-12-2017 19:30:00 ,0.08,86.27,3.66,118.0353,3.05
30-12-2017 19:00:00 ,0.09,87.36,3.31,134.6362,3.17
30-12-2017 18:30:00 ,0.09,87.98,3.17,144.5059,3.7
30-12-2017 18:00:00 ,0.09,87.63,3.28,156.7693,3.93
30-12-2017 17:30:00 ,0.08,87.26,3.47,157.8171,4.08
30-12-2017 17:00:00 ,0.08,87.07,3.51,154.5108,3.97
30-12-2017 16:30:00 ,0.08,86.7,3.7,154.7006,4.01
30-12-2017 16:00:00 ,0.08,86.67,3.78,163.5167,4.6
30-12-2017 15:30:00 ,0.33,85.21,3.95,166.4577,4.31
30-12-2017 15:00:00 ,4.29,84.21,4.08,170.4586,4.81
30-12-2017 14:30:00 ,7.14,84.6,3.99,172.2241,6.08
30-12-2017 14:00:00 ,9.75,85.16,4.01,175.1965,5.93
30-12-2017 13:30:00 ,10.46,86.22,3.94,172.8603,6.23
30-12-2017 13:00:00 ,8.67,86.84,3.87,172.7002,7.18
30-12-2017 12:30:00 ,8.48,88.2,3.74,171.4867,6.76
30-12-2017 12:00:00 ,6.06,89.35,3.65,171.6858,6.8
30-12-2017 11:30:00 ,11.75,89.77,3.45,170.0884,6.29
30-12-2017 11:00:00 ,13.63,89.98,2.96,165.5826,5.9
30-12-2017 10:30:00 ,10.56,89.37,2.63,163.7691,6.12
30-12-2017 10:00:00 ,6.33,89.73,2.14,159.8409,5.61
30-12-2017 09:30:00 ,3.98,89.5,1.75,155.6482,5.11
30-12-2017 09:00:00 ,1.36,86.85,1.92,153.0101,5.83
30-12-2017 08:30:00 ,0.08,81.8,2.47,152.8995,5.5
30-12-2017 08:00:00 ,0.08,80.6,2.5,154.7223,5.85
30-12-2017 07:30:00 ,0.09,80.62,2.37,148.1478,6.28
30-12-2017 07:00:00 ,0.1,79.74,2.46,141.9571,5.31
30-12-2017 06:30:00 ,0.07,79.18,2.38,141.6048,4.75
30-12-2017 06:00:00 ,0.06,77.56,2.34,147.2209,4.71
30-12-2017 05:30:00 ,0.06,76.37,2.25,146.3099,5.14
30-12-2017 05:00:00 ,0.06,75.66,2.29,146.4095,5.17
30-12-2017 04:30:00 ,0.06,74.58,2.46,145.2971,4.92
30-12-2017 04:00:00 ,0.06,73.03,2.68,152.6204,4.45
30-12-2017 03:30:00 ,0.05,71.29,2.64,152.5476,4.14
30-12-2017 03:00:00 ,0.03,71.64,2.53,148.0208,4
30-12-2017 02:30:00 ,0.03,71.17,2.48,144.5036,4.47
30-12-2017 02:00:00 ,0.03,74.11,2.4,147.0306,3.23
30-12-2017 01:30:00 ,0.05,75.55,2.67,134659,2.35
30-12-2017 01:00:00 ,0.06,75.9,2.4,166602,3
30-12-2017 00:30:00 ,0.04,76,2.49,175.8639,3.89
30-12-2017 00:00:00 ,0.03,76.93,2.32,176.2406,4.13
29-12-2017 23:30:00 ,0.05,78.3,2.47,171.7029,3.61
29-12-2017 23:00:00 ,0.06,78.66,2.55,182.8388,3.92
29-12-2017 22:30:00 ,0.06,78.99,2.61,185.4628,4.22
29-12-2017 22:00:00 ,0.09,77.79,2.82,186.8898,4.95
29-12-2017 21:30:00 ,0.09,72.6,2.96,187.7438,4.63
29-12-2017 21:00:00 ,0.09,74.18,3.08,186.8571,4.04
29-12-2017 20:30:00 ,0.09,75.79,3.12,192.1368,3.52
29-12-2017 20:00:00 ,0.08,79.65,2.88,192.8149,3.24
29-12-2017 19:30:00 ,0.06,80.82,2.56,190.2943,2.72
29-12-2017 19:00:00 ,0.06,81.52,2.61,192.7282,2.73
29-12-2017 18:30:00 ,0.06,81.97,2.73,190.5392,3.12
29-12-2017 18:00:00 ,0.06,80.26,2.91,209.0546,3.6
29-12-2017 17:30:00 ,0.08,79.93,3.13,215.8965,4.9
29-12-2017 17:00:00 ,0.06,80.57,3.17,213.8571,4.99
29-12-2017 16:30:00 ,0.06,79.14,3.27,200.8813,3.8
29-12-2017 16:00:00 ,0.06,78.42,3.57,208.1939,3.8
29-12-2017 15:30:00 ,2.16,78.39,3.86,202.9449,3.81
29-12-2017 15:00:00 ,19.1,77.5,4.02,209.4167,4.15
29-12-2017 14:30:00 ,33.7,76.33,4.24,214.0889,4.37
29-12-2017 14:00:00 ,66.43,74.27,4.47,214.9433,5.17
29-12-2017 13:30:00 ,107.69,73.7,4.62,218.6042,4.95
29-12-2017 13:00:00 ,120.3,73.93,4.61,214.8545,5.41
29-12-2017 12:30:00 ,164.24,74.88,4.64,221.5034,4.62
29-12-2017 12:00:00 ,149.37,75.89,4.47,219511,4.72
29-12-2017 11:30:00 ,161.31,77.15,4.28,224493,4.94
29-12-2017 11:00:00 ,151.06,79.08,4.12,222.9485,4.76
29-12-2017 10:30:00 ,102.99,80.54,3.94,219434,4.6
29-12-2017 10:00:00 ,53.51,82.32,3.86,231.0942,4.76
29-12-2017 09:30:00 ,15.95,85.69,3.68,225.8425,4.86
29-12-2017 09:00:00 ,13.71,86.16,3.66,215.6199,5.06
29-12-2017 08:30:00 ,3.15,86.69,3.52,215524,4.63
29-12-2017 08:00:00 ,0.11,86.72,3.51,218.0308,5.15
29-12-2017 07:30:00 ,0.08,85.86,3.62,218.4181,4.96
29-12-2017 07:00:00 ,0.09,85.95,3.71,210.4655,5.16
29-12-2017 06:30:00 ,0.08,84.16,3.81,210.2048,4.97
29-12-2017 06:00:00 ,0.09,84.22,3.82,210.6467,5.01
29-12-2017 05:30:00 ,0.08,84.73,3.81,195.9792,4.66
29-12-2017 05:00:00 ,0.07,83.88,3.81,202.9234,4.92
29-12-2017 04:30:00 ,0.09,80.77,4,205.8564,5.79
29-12-2017 04:00:00 ,0.09,81.68,4.03,194.3575,5.98
29-12-2017 03:30:00 ,0.09,81.63,4.01,190553,5.16
29-12-2017 03:00:00 ,0.09,81.32,4,195.0098,5.11
29-12-2017 02:30:00 ,0.09,82.01,3.84,197.1481,4.48
29-12-2017 02:00:00 ,0.09,82.27,3.75,206.5106,5.05
29-12-2017 01:30:00 ,0.07,82.87,3.69,198.6279,4.44
29-12-2017 01:00:00 ,0.08,83.64,3.46,201.3605,4.3
29-12-2017 00:30:00 ,0.06,83.34,3.34,204.5546,4.09
29-12-2017 00:00:00 ,,,,Ukendt ,
28-12-2017 23:30:00 ,0.06,82.35,3.3,208.1219,4.56
28-12-2017 23:00:00 ,0.06,81.64,3.62,203.4064,4.82
28-12-2017 22:30:00 ,0.09,79.26,3.93,208.6583,4.58
28-12-2017 22:00:00 ,0.09,79.86,3.81,200.5133,3.6
28-12-2017 21:30:00 ,0.07,84.48,3.47,211.0455,3.97
28-12-2017 21:00:00 ,0.06,85.32,3.39,209.6115,3.99
28-12-2017 20:30:00 ,0.06,85.57,3.34,205.9279,3.97
28-12-2017 20:00:00 ,0.06,85.63,3.26,204.8851,3.49
28-12-2017 19:30:00 ,0.06,85.96,3.19,206.8353,3.8
28-12-2017 19:00:00 ,0.06,86.01,3.19,210.9638,3.39
28-12-2017 18:30:00 ,0.06,86.72,3.2,209.6707,3.36
28-12-2017 18:00:00 ,0.06,87.38,3.32,204211,3.38
28-12-2017 17:30:00 ,0.06,87.41,3.32,202.4525,3.05
28-12-2017 17:00:00 ,0.06,86.14,3.4,201.5258,2.63
28-12-2017 16:30:00 ,0.06,85.44,3.54,210.1346,2.58
28-12-2017 16:00:00 ,0.06,85.1,3.62,213559,2.78
28-12-2017 15:30:00 ,3.69,83.91,3.79,221.1186,2.73
28-12-2017 15:00:00 ,14.28,82.31,3.98,227.1211,2.74
28-12-2017 14:30:00 ,33.31,81.61,4.07,230.5722,2.55
28-12-2017 14:00:00 ,49.09,81.18,4.17,239.6389,2.65
28-12-2017 13:30:00 ,67.61,81.77,4.07,252.2779,3.76
28-12-2017 13:00:00 ,67.32,80.7,4.29,256.7458,3.41
28-12-2017 12:30:00 ,58.21,82.92,4.47,256.4577,4.08
28-12-2017 12:00:00 ,28.23,87.13,4.63,226.0448,3.43
28-12-2017 11:30:00 ,28.75,87.43,4.6,215.4674,3.28
28-12-2017 11:00:00 ,24.84,87.38,4.59,207.4315,3.16
28-12-2017 10:30:00 ,25.58,87.5,4.61,203.6294,2.61
28-12-2017 10:00:00 ,22.14,87.9,4.58,204.9875,2.95
28-12-2017 09:30:00 ,20.42,87.87,4.65,192.1368,3.04
28-12-2017 09:00:00 ,5.24,87.87,4.68,185.5083,3.48
28-12-2017 08:30:00 ,1.24,87.9,4.76,181.0653,3.6
28-12-2017 08:00:00 ,0.1,88.27,4.79,177.6338,2.99
28-12-2017 07:30:00 ,0.09,88.02,4.82,174.6041,3.12
28-12-2017 07:00:00 ,0.09,87.85,4.82,177.6338,2.66
28-12-2017 06:30:00 ,0.09,88.04,4.74,179055,3.21
28-12-2017 06:00:00 ,0.09,88.33,4.69,176.3352,3.2
28-12-2017 05:30:00 ,0.09,88.78,4.59,173.9725,3.47
28-12-2017 05:00:00 ,0.09,88.58,4.57,177.2905,3.01
28-12-2017 04:30:00 ,0.09,88.55,4.52,177.6386,3.08
28-12-2017 04:00:00 ,0.1,89.08,4.46,177.8701,2.82
28-12-2017 03:30:00 ,0.1,88.95,4.36,177.1671,2.5
28-12-2017 03:00:00 ,0.11,88.01,4.34,171.2359,3.2
28-12-2017 02:30:00 ,0.1,86.96,4.31,168.9247,3.18
28-12-2017 02:00:00 ,0.08,85.91,4.41,162.7585,2.93
28-12-2017 01:30:00 ,0.09,84.76,4.46,172.0538,3.36
28-12-2017 01:00:00 ,0.06,83.76,4.54,176.2174,3.36
28-12-2017 00:30:00 ,0.06,84.1,4.64,174.0776,3.49
28-12-2017 00:00:00 ,0.06,83.9,4.84,156.3977,3.35
27-12-2017 23:30:00 ,0.06,83.02,4.9,149.5225,3.32
27-12-2017 23:00:00 ,0.06,83.1,4.97,147.2072,3.05
27-12-2017 22:30:00 ,0.06,82.79,4.96,149.9748,2.91
27-12-2017 22:00:00 ,0.06,82.43,4.89,157.2703,3.88
27-12-2017 21:30:00 ,0.06,81.73,5,150.1812,4.44
27-12-2017 21:00:00 ,0.06,82.99,5.01,156.5601,4.44
27-12-2017 20:30:00 ,0.06,84.01,5.1,152.6902,5.46
27-12-2017 20:00:00 ,0.09,84.09,5.04,147.2648,5.79
27-12-2017 19:30:00 ,0.08,84.35,4.99,137.8878,4.66
27-12-2017 19:00:00 ,0.06,86.31,4.81,135338,4.46
27-12-2017 18:30:00 ,0.06,85.37,4.95,135.0844,4.62
27-12-2017 18:00:00 ,0.06,84.14,4.94,133.9584,3.71
27-12-2017 17:30:00 ,0.06,84.33,4.73,141.4716,4.38
27-12-2017 17:00:00 ,0.06,83.41,4.81,138.9393,5.08
27-12-2017 16:30:00 ,0.06,81.57,5.18,130.6013,4.71
27-12-2017 16:00:00 ,0.07,79.99,5.25,136.8307,4.49
27-12-2017 15:30:00 ,1.09,76.7,5.15,135,4.5
27-12-2017 15:00:00 ,11.04,75.02,5,138.5387,5.37
27-12-2017 14:30:00 ,30.18,76.89,4.92,143.4966,5.46
27-12-2017 14:00:00 ,36.14,79.95,4.89,141.6404,5.27
27-12-2017 13:30:00 ,53.57,79.15,5.06,136.7516,4.96
27-12-2017 13:00:00 ,71.62,78.91,5.09,131.0607,4.79
27-12-2017 12:30:00 ,93.65,78.25,5.28,136.2189,4.48
27-12-2017 12:00:00 ,122.97,76.63,5.42,137614,4.08
27-12-2017 11:30:00 ,97.46,77.67,5.26,141.7347,3.99
27-12-2017 11:00:00 ,93.37,79.71,5,154303,3.67
27-12-2017 10:30:00 ,62.16,80.96,4.77,161526,3.85
27-12-2017 10:00:00 ,51.87,82.05,4.55,165.4875,4.51
27-12-2017 09:30:00 ,32.64,83.87,4.42,166.6413,4.52
27-12-2017 09:00:00 ,12.98,84.31,4.3,168.7831,5.14
27-12-2017 08:30:00 ,2.8,83.76,4.13,174.2072,5.65
27-12-2017 08:00:00 ,0.13,83.53,4.04,172.1426,5.93
27-12-2017 07:30:00 ,0.08,83.91,4.07,175.8448,5.14
27-12-2017 07:00:00 ,0.06,82.99,4.06,181.0697,4.64
27-12-2017 06:30:00 ,0.06,82.84,3.94,181.2035,5.34
27-12-2017 06:00:00 ,0.06,82.48,3.81,181.2086,5.32
27-12-2017 05:30:00 ,0.06,81.51,3.92,183.4646,5.2
27-12-2017 05:00:00 ,0.06,81.4,3.99,185.3781,5.25
27-12-2017 04:30:00 ,0.06,80.6,4.16,189.4223,5.28
27-12-2017 04:00:00 ,0.06,79.75,4.24,195.2975,4.34
27-12-2017 03:30:00 ,0.06,79.45,4.33,205.8597,5.34
27-12-2017 03:00:00 ,0.06,81.68,4.21,206.5106,5.27
27-12-2017 02:30:00 ,0.06,81.74,4.2,203.0832,5.07
27-12-2017 02:00:00 ,0.06,80.88,4.24,203.2643,5.36
27-12-2017 01:30:00 ,0.06,80.56,4.05,205.2076,5.68
27-12-2017 01:00:00 ,0.06,77.43,3.97,198.8247,4.97
27-12-2017 00:30:00 ,0.06,78.83,4.52,205.9065,6.16
27-12-2017 00:00:00 ,0.06,79.41,4.72,208.6983,6.65
26-12-2017 23:30:00 ,0.08,77.79,4.86,198081,5.72
26-12-2017 23:00:00 ,0.08,77.17,4.8,203.9996,5.78
26-12-2017 22:30:00 ,0.07,78.21,4.78,205.2532,6.48
26-12-2017 22:00:00 ,0.08,76.93,4.89,208.4162,6.71
26-12-2017 21:30:00 ,0.06,77.66,4.88,203.1986,6.99
26-12-2017 21:00:00 ,0.06,77.1,4.93,207.6047,6.93
26-12-2017 20:30:00 ,0.07,76.9,4.9,210.7128,7.91
26-12-2017 20:00:00 ,0.06,77.46,4.89,208.8754,6.77
26-12-2017 19:30:00 ,0.09,77.95,4.85,213.3249,7.06
26-12-2017 19:00:00 ,0.09,82.48,4.22,207.9862,5.62
26-12-2017 18:30:00 ,0.06,84.15,3.93,216.2986,6.33
26-12-2017 18:00:00 ,0.06,83.61,4.15,222.2656,6.14
26-12-2017 17:30:00 ,0.06,76.94,5.13,224.7461,7.99
26-12-2017 17:00:00 ,0.08,70.3,5.72,212.1203,9
26-12-2017 16:30:00 ,0.09,71.72,5.7,205.5839,8.6
26-12-2017 16:00:00 ,0.13,71.9,5.73,206.6741,8.23
26-12-2017 15:30:00 ,1.72,71.07,5.98,206565,8.15
26-12-2017 15:00:00 ,12.42,69.95,6.2,209.5175,8.38
26-12-2017 14:30:00 ,31.55,71.34,6.33,207.6511,9.16
26-12-2017 14:00:00 ,24.65,75.13,6.27,204.9724,7.94
26-12-2017 13:30:00 ,14.27,78.56,5.94,190.1848,7.41
26-12-2017 13:00:00 ,12.37,81.76,5.52,185.3448,7.94
26-12-2017 12:30:00 ,12.88,83.22,5.32,184.5078,7.39
26-12-2017 12:00:00 ,12.72,80.99,5.32,180.6056,7.06
26-12-2017 11:30:00 ,17.26,79.7,5.17,177.3593,8.24
26-12-2017 11:00:00 ,21.71,80.23,4.98,174.7949,8.16
26-12-2017 10:30:00 ,20.43,79.66,4.97,173.0672,8.04
26-12-2017 10:00:00 ,18.71,79.1,4.97,172.7124,8.59
26-12-2017 09:30:00 ,17.64,81.97,4.86,176.5711,7.9
26-12-2017 09:00:00 ,21.01,83.19,4.95,174.3363,7.78
26-12-2017 08:30:00 ,3.25,84.08,4.99,173.1525,7.44
26-12-2017 08:00:00 ,0.07,82.57,5.36,176.3503,6.36
26-12-2017 07:30:00 ,0.08,82.05,5.49,181.6707,5.81
26-12-2017 07:00:00 ,0.08,82.03,5.5,179031,5.33
26-12-2017 06:30:00 ,0.08,81.74,5.56,178.6926,5.38
26-12-2017 06:00:00 ,0.09,81.92,5.71,179.0471,5.75
26-12-2017 05:30:00 ,0.09,80.88,5.82,178.4323,6.17
26-12-2017 05:00:00 ,0.09,81,5.92,183.3385,6.33
26-12-2017 04:30:00 ,0.09,80.15,6,184.1704,6.85
26-12-2017 04:00:00 ,0.09,79.82,6.07,184.2451,7.08
26-12-2017 03:30:00 ,0.08,80.76,6.21,184.1618,6.65
26-12-2017 03:00:00 ,0.07,81.45,6.34,184.6519,5.76
26-12-2017 02:30:00 ,0.08,81.6,6.4,185.9592,5.85
26-12-2017 02:00:00 ,0.07,81.45,6.54,185.8981,6.73
26-12-2017 01:30:00 ,0.09,81.27,6.66,185.6273,6.27
26-12-2017 01:00:00 ,0.09,81.24,6.72,189.2824,5.49
26-12-2017 00:30:00 ,0.09,81.59,6.77,188.9726,5.96
26-12-2017 00:00:00 ,0.09,82.19,6.83,192.5419,5.88
25-12-2017 23:30:00 ,0.09,83.22,6.93,192.4121,5.89
25-12-2017 23:00:00 ,0.09,84.07,7.05,202.7915,6.01
25-12-2017 22:30:00 ,0.13,83.37,7.19,207.2192,6.21
25-12-2017 22:00:00 ,0.12,82.79,7.25,207213,6.07
25-12-2017 21:30:00 ,0.1,83.97,7.22,209.1602,6.43
25-12-2017 21:00:00 ,0.08,87.31,7.13,210.7752,5.98
25-12-2017 20:30:00 ,0.06,89.84,7.06,205.5792,5.73
25-12-2017 20:00:00 ,0.06,88.1,7.38,210.1179,6.28
25-12-2017 19:30:00 ,0.07,86.16,7.66,213.3193,6.46
25-12-2017 19:00:00 ,0.08,86.28,7.74,204211,5.61
25-12-2017 18:30:00 ,0.06,86.19,7.83,205.9033,5.99
25-12-2017 18:00:00 ,0.09,83.75,8.15,211.3603,5.66
25-12-2017 17:30:00 ,0.09,83.74,8.23,213.6224,5.52
25-12-2017 17:00:00 ,0.07,82.93,8.36,214.5889,6.47
25-12-2017 16:30:00 ,0.09,82.83,8.42,213.8211,6.56
25-12-2017 16:00:00 ,0.09,82.9,8.45,212334,6.04
25-12-2017 15:30:00 ,0.42,82.62,8.48,213757,6.4
25-12-2017 15:00:00 ,1.74,82.57,8.54,213.1901,6.12
25-12-2017 14:30:00 ,4.86,83.08,8.55,220.0377,6.33
25-12-2017 14:00:00 ,12.19,83.72,8.54,221.3657,6.8
25-12-2017 13:30:00 ,20.02,84.73,8.42,218716,7.16
25-12-2017 13:00:00 ,30.78,86.37,8.18,215439,7.05
25-12-2017 12:30:00 ,19.28,88.13,8,219.1288,6.93
25-12-2017 12:00:00 ,18.66,88.37,8,218.2169,7.22
25-12-2017 11:30:00 ,17.49,87.68,8.12,216.7256,6.94
25-12-2017 11:00:00 ,19.48,88.11,8.07,220.3691,7.19
25-12-2017 10:30:00 ,17.14,87.51,8.11,219.9929,6.58
25-12-2017 10:00:00 ,11.74,88.6,8.01,222.6211,7.3
25-12-2017 09:30:00 ,6.7,90.6,7.84,220.0961,7.59
25-12-2017 09:00:00 ,2.85,91.52,7.72,217.3493,7.23
25-12-2017 08:30:00 ,0.61,92.64,7.62,214.7479,6.52
25-12-2017 08:00:00 ,0.11,92.8,7.6,213.9873,6.48
25-12-2017 07:30:00 ,0.08,91.91,7.72,214.7943,5.76
25-12-2017 07:00:00 ,0.08,91.91,7.74,215.4104,6.11
25-12-2017 06:30:00 ,0.06,91.75,7.83,215.1012,6.39
25-12-2017 06:00:00 ,0.07,91.79,8,216.7271,5.84
25-12-2017 05:30:00 ,0.06,91.43,8.2,219.8513,5.75
25-12-2017 05:00:00 ,0.07,90.86,8.41,224.66,5.17
25-12-2017 04:30:00 ,0.08,91.59,8.4,233.0576,5.18
25-12-2017 04:00:00 ,0.07,91.79,8.47,229.2934,5.06
25-12-2017 03:30:00 ,0.1,92.01,8.5,240.1812,5.7
25-12-2017 03:00:00 ,0.09,92.77,8.47,239.1391,5.58
25-12-2017 02:30:00 ,0.08,92.69,8.51,243.3818,5.05
25-12-2017 02:00:00 ,0.06,90.59,8.66,248.1114,6.02
25-12-2017 01:30:00 ,0.06,88.63,8.81,248.4416,6.86
25-12-2017 01:00:00 ,0.06,88.13,8.85,251.2309,6.8
25-12-2017 00:30:00 ,0.08,88.07,8.87,254.2842,6.73
25-12-2017 00:00:00 ,0.1,88.37,8.83,254394,7.43
24-12-2017 23:30:00 ,0.07,88.86,8.76,254.7553,7.77
24-12-2017 23:00:00 ,0.07,88.54,8.77,252.8364,9.05
24-12-2017 22:30:00 ,0.07,87.18,8.92,253.5634,9.64
24-12-2017 22:00:00 ,0.11,86.79,8.96,254.7449,9.45
24-12-2017 21:30:00 ,0.15,87.78,8.82,249.7395,9.13
24-12-2017 21:00:00 ,0.11,89.9,8.56,246492,9.33
24-12-2017 20:30:00 ,0.09,89.48,8.58,245.2249,9.92
24-12-2017 20:00:00 ,0.09,89.43,8.58,245.9176,9.45
24-12-2017 19:30:00 ,0.06,88.84,8.65,245.0188,9.18
24-12-2017 19:00:00 ,0.08,89.5,8.67,244.4354,9.96
24-12-2017 18:30:00 ,0.23,88.97,8.87,244.6986,10.14
24-12-2017 18:00:00 ,0.44,90.34,8.85,248.2424,9.12
24-12-2017 17:30:00 ,0.39,91.91,8.78,247.5431,9.57
24-12-2017 17:00:00 ,0.24,92.37,8.81,246.7236,10.19
24-12-2017 16:30:00 ,0.35,92.75,8.72,245.2826,9.24
24-12-2017 16:00:00 ,0.39,92.16,8.64,242.8048,9.33
24-12-2017 15:30:00 ,0.54,91.45,8.65,242.3292,9.11
24-12-2017 15:00:00 ,2.07,91.76,8.53,241.3611,8.08
24-12-2017 14:30:00 ,5.42,91.68,8.48,243.9133,8.33
24-12-2017 14:00:00 ,6.47,92.01,8.31,239.6667,7.3
24-12-2017 13:30:00 ,12.96,93.51,8.14,235.1455,5.52
24-12-2017 13:00:00 ,15.05,93.23,8.2,235704,4.97
24-12-2017 12:30:00 ,23.16,92.57,8.3,225.5959,4.67
24-12-2017 12:00:00 ,22.62,91.63,8.44,236.3432,5.58
24-12-2017 11:30:00 ,19.59,88.11,8.77,242.4289,6.58
24-12-2017 11:00:00 ,40.91,84.66,9.01,247.4259,6.95
24-12-2017 10:30:00 ,46.4,84.53,8.79,245.0261,7.38
24-12-2017 10:00:00 ,46.27,86.57,8.4,251.4528,6.7
24-12-2017 09:30:00 ,52.32,88.02,8.21,252.9934,6.62
24-12-2017 09:00:00 ,20.91,86.91,8.21,252.2373,7.59
24-12-2017 08:30:00 ,6.3,85.01,8.29,256.5912,7.76
24-12-2017 08:00:00 ,0.06,84.4,8.3,254.9622,8.34
24-12-2017 07:30:00 ,0.03,83.29,8.43,260.6154,7.17
24-12-2017 07:00:00 ,0.05,82.57,8.65,257.3284,6.55
24-12-2017 06:30:00 ,0.05,80.98,8.83,269.5165,6.39
24-12-2017 06:00:00 ,0.04,81.48,8.81,265.7591,6.36
24-12-2017 05:30:00 ,0.03,81.67,8.85,257.5228,7.43
24-12-2017 05:00:00 ,0.04,80.08,9.16,261.8699,7.88
24-12-2017 04:30:00 ,0.06,79.39,9.37,90,6.72
24-12-2017 04:00:00 ,0.06,80.1,9.47,265.5553,7.26
24-12-2017 03:30:00 ,0.09,79.77,9.72,269.7588,7.78
24-12-2017 03:00:00 ,0.09,80.56,9.88,268.5528,7.78
24-12-2017 02:30:00 ,0.09,83.84,9.6,260.8762,8.16
24-12-2017 02:00:00 ,0.09,84.67,9.52,257.3686,9.27
24-12-2017 01:30:00 ,0.06,86.16,9.43,254.0378,9.15
24-12-2017 01:00:00 ,0.06,85.08,9.58,251.7529,8.69
24-12-2017 00:30:00 ,0.06,84.38,9.64,257.1217,9.13
24-12-2017 00:00:00 ,0.09,82.4,9.8,256.1944,9.06
23-12-2017 23:30:00 ,0.11,81.57,9.88,256.8699,11.2
23-12-2017 23:00:00 ,0.12,80.8,9.94,255.9923,11.96
23-12-2017 22:30:00 ,0.12,79.57,10.02,252.1286,11.06
23-12-2017 22:00:00 ,0.11,79.69,9.94,250.8893,10.97
23-12-2017 21:30:00 ,0.1,80.62,9.68,252.3189,10.74
23-12-2017 21:00:00 ,0.08,81.87,9.38,250693,10.91
23-12-2017 20:30:00 ,0.09,82.15,9.33,252.5528,10.78
23-12-2017 20:00:00 ,0.07,82.13,9.35,248.1767,11.67
23-12-2017 19:30:00 ,0.06,82.09,9.39,247.7609,10.68
23-12-2017 19:00:00 ,0.06,83.2,9.34,249.7101,9.83
23-12-2017 18:30:00 ,0.06,83.85,9.45,253504,10.75
23-12-2017 18:00:00 ,0.06,84.88,9.44,258.7137,9.89
23-12-2017 17:30:00 ,0.07,85.21,9.56,255.2141,10.85
23-12-2017 17:00:00 ,0.11,86.74,9.44,254.9927,11.17
23-12-2017 16:30:00 ,0.17,88.58,9.1,256.7391,10.79
23-12-2017 16:00:00 ,0.22,88.42,9.07,254.6409,9.65
23-12-2017 15:30:00 ,1.16,88.41,9.19,252165,9.06
23-12-2017 15:00:00 ,7.65,89.47,8.98,255.7918,9.59
23-12-2017 14:30:00 ,10.74,89.51,8.94,253.8765,10.94
23-12-2017 14:00:00 ,15.17,88.88,8.96,254.7133,11.07
23-12-2017 13:30:00 ,19.07,88.34,8.97,255.9059,10.53
23-12-2017 13:00:00 ,21.8,87.49,9.07,262.6206,9.97
23-12-2017 12:30:00 ,31.08,86.52,8.95,259.7587,10.92
23-12-2017 12:00:00 ,36.29,86.82,8.63,258.6201,9.49
23-12-2017 11:30:00 ,35.21,87.34,8.3,254.4759,10.48
23-12-2017 11:00:00 ,66.08,86.54,8.3,253.94,11.24
23-12-2017 10:30:00 ,85.71,86.64,8.23,252.8448,10.87
23-12-2017 10:00:00 ,35.91,87.94,7.95,249.7343,10.43
23-12-2017 09:30:00 ,24.69,89.13,7.72,254.5896,10.69
23-12-2017 09:00:00 ,7.79,88.8,7.67,254.7345,9.77
23-12-2017 08:30:00 ,1.68,88.47,7.66,253.5296,9.49
23-12-2017 08:00:00 ,0.23,88.46,7.61,254.2018,9.62
23-12-2017 07:30:00 ,0.12,88.51,7.6,253.1071,9.19
23-12-2017 07:00:00 ,0.1,89.51,7.51,251.7542,8.5
23-12-2017 06:30:00 ,0.1,91.06,7.13,247.6326,8.05
23-12-2017 06:00:00 ,0.13,91.39,6.87,249.2923,8.58
23-12-2017 05:30:00 ,0.12,91.08,6.79,249.5542,9.01
23-12-2017 05:00:00 ,0.12,90.57,6.79,253.9092,9.26
23-12-2017 04:30:00 ,0.12,90.6,6.68,248.5484,9.22
23-12-2017 04:00:00 ,0.11,90.74,6.55,248.9968,9.02
23-12-2017 03:30:00 ,0.09,90.08,6.35,246.6786,9.55
23-12-2017 03:00:00 ,0.09,88.44,6.19,245.4298,8.47
23-12-2017 02:30:00 ,0.09,87.52,5.88,238893,7.54
23-12-2017 02:00:00 ,0.09,88.36,5.46,230.4403,6.53
23-12-2017 01:30:00 ,0.09,89.83,5.19,219.67,5.42
23-12-2017 01:00:00 ,0.09,90.73,4.9,216.6561,4.71
23-12-2017 00:30:00 ,0.09,90.59,4.72,227.0963,4.52
23-12-2017 00:00:00 ,0.09,89.72,4.77,221.0519,4.85
22-12-2017 23:30:00 ,0.07,87.53,4.97,218.8074,4.29
